/home/wj/CarND-Term1-Project/Project_3/savedata/IMG/center_2017_01_31_00_54_20_983.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/left_2017_01_31_00_54_20_983.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/right_2017_01_31_00_54_20_983.jpg,0,0,0,8.075041E-05
/home/wj/CarND-Term1-Project/Project_3/savedata/IMG/center_2017_01_31_00_54_21_090.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/left_2017_01_31_00_54_21_090.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/right_2017_01_31_00_54_21_090.jpg,0,0,0,0.000078133
/home/wj/CarND-Term1-Project/Project_3/savedata/IMG/center_2017_01_31_00_54_21_207.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/left_2017_01_31_00_54_21_207.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/right_2017_01_31_00_54_21_207.jpg,0,0,0,8.002659E-05
/home/wj/CarND-Term1-Project/Project_3/savedata/IMG/center_2017_01_31_00_54_21_310.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/left_2017_01_31_00_54_21_310.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/right_2017_01_31_00_54_21_310.jpg,0,0,0,7.956091E-05
/home/wj/CarND-Term1-Project/Project_3/savedata/IMG/center_2017_01_31_00_54_21_425.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/left_2017_01_31_00_54_21_425.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/right_2017_01_31_00_54_21_425.jpg,0,0,0,7.878577E-05
/home/wj/CarND-Term1-Project/Project_3/savedata/IMG/center_2017_01_31_00_54_21_552.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/left_2017_01_31_00_54_21_552.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/right_2017_01_31_00_54_21_552.jpg,0,0,0,7.99862E-05
/home/wj/CarND-Term1-Project/Project_3/savedata/IMG/center_2017_01_31_00_54_21_666.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/left_2017_01_31_00_54_21_666.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/right_2017_01_31_00_54_21_666.jpg,0,0,0,7.88114E-05
/home/wj/CarND-Term1-Project/Project_3/savedata/IMG/center_2017_01_31_00_54_21_776.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/left_2017_01_31_00_54_21_776.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/right_2017_01_31_00_54_21_776.jpg,0,0,0,7.819921E-05
/home/wj/CarND-Term1-Project/Project_3/savedata/IMG/center_2017_01_31_00_54_21_891.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/left_2017_01_31_00_54_21_891.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/right_2017_01_31_00_54_21_891.jpg,0,0,0,7.797364E-05
/home/wj/CarND-Term1-Project/Project_3/savedata/IMG/center_2017_01_31_00_54_22_014.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/left_2017_01_31_00_54_22_014.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/right_2017_01_31_00_54_22_014.jpg,0,0,0,7.894218E-05
/home/wj/CarND-Term1-Project/Project_3/savedata/IMG/center_2017_01_31_00_54_22_124.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/left_2017_01_31_00_54_22_124.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/right_2017_01_31_00_54_22_124.jpg,0,0,0,7.833373E-05
/home/wj/CarND-Term1-Project/Project_3/savedata/IMG/center_2017_01_31_00_54_22_238.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/left_2017_01_31_00_54_22_238.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/right_2017_01_31_00_54_22_238.jpg,0,0,0,7.817806E-05
/home/wj/CarND-Term1-Project/Project_3/savedata/IMG/center_2017_01_31_00_54_22_347.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/left_2017_01_31_00_54_22_347.jpg, /home/wj/CarND-Term1-Project/Project_3/savedata/IMG/right_2017_01_31_00_54_22_347.jpg,0,0,0,8.094281E-05
